age_group,gender_encoded,marital_status_encoded,housing_status_encoded,income_category,customer_reference,annual_income_normalized,savings_balance_normalized,checking_balance_normalized,loan_amount_normalized,loan_duration_months,existing_credits,past_due_count,credit_history_score,debt_ratio,loan_purpose_car,loan_purpose_education,loan_purpose_health,loan_purpose_housing,loan_purpose_other,credit_risk_encoded,region_Assaba,region_Brakna,region_Gorgol,region_Guidimakha,region_Hodh Ech Chargui,region_Hodh El Gharbi,region_Inchiri,region_Nouadhibou,region_Nouakchott,region_Tagant,region_Trarza,education_level_master,education_level_phd,education_level_primary,education_level_secondary,employment_status_public_sector,employment_status_retired,employment_status_self_employed,employment_status_student,employment_status_unemployed
36-45,1,1,2,Élevé,USER2924,0.14027632160264686,0.048457886010493764,0.2027094733100739,0.2656461880076683,36,0,0,633,0.625,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46-55,1,1,0,Élevé,USER2925,0.12657414338039272,-0.9609409388659225,0.7846659133196566,0.5697892699690619,6,0,0,409,0.337,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
36-45,0,0,2,Bas,USER2926,-0.23283353758847003,1.8370717432275983,-0.6950995564331329,-0.8791531625315993,60,1,0,755,0.437,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
46-55,1,2,1,Très élevé,USER2927,1.1096888697034417,-0.501905331247899,1.7986016892401924,1.6008785820226437,36,2,1,557,0.614,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
46-55,1,2,0,Élevé,USER2928,0.3273507749527971,1.0193181632342811,0.7386007085588828,1.4842531501509233,48,0,0,725,0.79,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
36-45,0,1,3,Élevé,USER2929,0.31665202823550065,-0.9609409388659225,-0.6763908222614764,0.8586071437931114,48,1,1,466,0.6,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
56+,0,1,3,Très bas,USER2930,-0.8725529727202183,-0.36688392788513696,-0.6177841358900396,0.14847775603744054,60,0,0,577,0.948,False,False,False,True,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26-35,1,0,2,Bas,USER2931,-0.5380182739177191,-0.9609409388659225,-0.7414849279498262,0.19330112131186372,6,2,1,574,0.696,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18-25,1,1,2,Élevé,USER2932,-0.03333276455394808,-0.7895762840237807,0.7626164492604771,-1.1631713033420554,48,0,1,706,0.327,False,False,True,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
26-35,0,3,2,Élevé,USER2933,0.12633524591091178,-0.9609409388659225,-0.8439641619051339,-0.06454150582142781,36,1,1,609,0.431,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36-45,1,2,2,Très bas,USER2934,-1.1780892743211488,-0.8985106622985882,-0.6757084466503752,0.11178807973857853,48,1,0,683,1.453,True,False,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36-45,0,2,3,Bas,USER2935,-0.5515316292492484,0.023084537730921242,0.37668291406448484,0.1699343402870985,36,1,0,704,0.744,False,False,True,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
36-45,1,2,2,Bas,USER2936,-0.5217064798880134,0.29490495881096357,-1.058453250317715,2.8954328347294815,18,2,1,609,1.538,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
18-25,1,1,2,Élevé,USER2937,0.23575028693314212,1.6016274619591195,2.000099768980769,3.37370602863758,24,2,0,540,0.993,True,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
18-25,1,2,0,Très bas,USER2938,-1.2520462974823108,-0.6885449719726688,-0.6994234246418632,-0.4037872816509256,60,3,1,507,1.403,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
46-55,0,1,3,Bas,USER2939,-0.2144598184564547,-0.27645416971337744,0.27639957129371573,0.7192371185094991,12,2,2,535,0.67,False,False,False,True,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,0,0,2,Élevé,USER2940,0.17010094935368647,0.42054167658516295,-1.2329473663014496,0.026997644713586767,36,0,1,563,0.424,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
46-55,1,0,3,Élevé,USER2941,-0.02213483687967964,-0.5688248651582816,0.7420352246678369,-0.6515149158777918,6,3,1,570,0.524,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
36-45,1,1,0,Bas,USER2942,-0.3514503040672762,0.8074909933067758,1.2128646943046513,0.14322229079831353,6,2,0,805,0.495,False,False,False,True,False,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46-55,0,2,0,Très élevé,USER2943,0.5696470564667,0.21991627259935867,2.5663874419961124,0.7284503433951889,36,2,0,760,0.491,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36-45,0,0,3,Bas,USER2944,-0.2829185485481894,0.28335786538133584,-1.0050339121937004,-0.4563548626159691,24,0,0,673,0.393,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
26-35,0,1,2,Élevé,USER2945,0.2916507299610756,0.4465004371776019,1.1994209245636702,0.36992644799695007,18,1,0,552,0.372,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
26-35,1,1,3,Bas,USER2946,-0.3922370916842758,-0.6602314067958912,-1.2790190390774945,0.26595970592168766,18,1,0,548,0.738,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,1,2,Bas,USER2947,-0.564706981174176,-0.54767602314768,-1.2790190390774945,-0.5201444456168357,24,1,0,636,0.489,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26-35,0,2,2,Bas,USER2948,-0.6531965859886262,-0.2847436738402293,0.08181256587030915,-0.2659331316423138,12,2,0,765,0.728,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36-45,1,1,3,Élevé,USER2949,0.08883095125339473,1.9502092503554578,0.626319197460223,-0.09008351938366672,24,2,1,523,0.586,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
36-45,1,2,0,Très bas,USER2950,-0.9425128969542365,-0.16453188645969868,-0.8889006980011007,1.1522053577700944,24,2,2,534,1.528,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26-35,1,1,3,Élevé,USER2951,0.04905608741541907,-0.0205122354115302,-0.9802711157282943,0.1125120798699219,48,1,0,710,0.624,False,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36-45,0,2,0,Très élevé,USER2952,1.4656424479585444,-0.9609409388659225,0.6862000828400664,-0.5031482193192041,6,2,0,623,0.189,False,False,True,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,1,1,3,Très bas,USER2953,-0.7452826931001734,-0.9609409388659225,-0.9496256593738227,-0.09031946585504219,24,1,2,581,0.595,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
26-35,1,2,3,Bas,USER2954,-0.2181841152514183,0.04137209484155804,0.8030900548193849,-0.6261215809139536,12,2,0,775,0.441,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
56+,1,1,3,Bas,USER2955,-0.3253943099778068,0.20859939749501522,-0.845134872669203,-0.4335779477696421,12,0,1,615,0.445,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
46-55,1,2,3,Élevé,USER2956,0.1058578728609569,-0.7948499280894054,0.596999684236327,-0.5394015562531937,12,2,0,549,0.327,False,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26-35,0,2,3,Bas,USER2957,-0.4128777287253823,-0.9609409388659225,-0.897134481441211,-1.1619188477577,48,1,0,645,0.39,False,False,False,False,True,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,0,1,2,Élevé,USER2958,0.061480842269204736,1.1112739400193554,-0.14548319277904992,2.238258885152073,12,0,0,668,0.963,False,False,False,False,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26-35,0,1,2,Très élevé,USER2959,1.0084067748474679,-0.9609409388659225,-0.1641369488209022,2.1107766834536443,18,3,0,708,0.564,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
36-45,0,1,2,Très élevé,USER2960,3.562729815148464,1.0297190982873141,2.934951122181565,1.1890614894562965,36,2,2,596,0.26,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36-45,1,1,0,Très élevé,USER2961,0.7141826335535927,-0.4988236945223048,1.3655260247407879,-0.2938911724285672,6,0,1,468,0.357,False,False,False,True,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
26-35,0,1,2,Très bas,USER2962,-1.1708581921826924,-0.14491399631223917,-0.9993808668467592,-1.2211236352839656,24,2,0,648,0.588,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
26-35,0,3,2,Très bas,USER2963,-0.8312977791477738,-0.19669996416838287,0.02669860774526642,-0.07329091812297546,18,0,2,620,1.095,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
18-25,0,0,2,Bas,USER2964,-0.5029441611604452,-0.3496948410694292,0.36109499726113403,-0.9995084879371157,36,1,0,681,0.533,False,False,False,True,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
36-45,0,1,3,Très élevé,USER2965,0.9210980955153425,-0.5778165351772513,2.244141219167006,-0.2336714918610433,12,2,2,571,0.416,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
46-55,1,1,3,Bas,USER2966,-0.6214868589915082,-0.29248065398639833,-1.062311421426926,-1.3174285813264173,24,0,1,564,0.27,True,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
26-35,0,1,2,Très élevé,USER2967,2.509962914606666,1.8616870154503409,3.645507875818793,0.9119375106108203,24,0,1,534,0.3,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18-25,1,1,2,Très élevé,USER2968,0.7191629676990143,1.443352363326012,-1.2790190390774945,0.6422636224026063,12,2,0,726,0.475,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,1,2,2,Très bas,USER2969,-1.3608333198293119,-0.6440075925297692,-0.5348350740458183,2.2343576880157716,12,1,1,592,1.8,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
46-55,1,1,2,Bas,USER2970,-0.6334953689093864,-0.48811689797996544,-1.1113777852734905,-0.21526766709376866,36,1,0,684,0.804,True,False,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,0,1,1,Élevé,USER2971,0.4204597596574708,-0.43449082793815474,0.22518906038478173,0.8723663784320802,24,1,0,404,0.578,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
36-45,0,1,2,Très élevé,USER2972,1.4999393615247123,2.373830701878285,-1.2790190390774945,1.5373653472861963,12,0,0,813,0.5,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26-35,1,2,0,Bas,USER2973,-0.34874888486543937,-0.9609409388659225,0.12736356341703053,0.6442869441982357,12,2,0,681,0.759,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
46-55,0,1,0,Très élevé,USER2974,2.8764347624514657,2.9834915820635337,2.206025205174414,1.0142332345257947,12,1,0,681,0.231,False,True,False,False,False,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56+,0,2,2,Bas,USER2975,-0.440526720351521,0.2758182152282677,-0.876524150779851,-0.9195161698539961,18,0,0,566,0.529,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
26-35,0,1,0,Bas,USER2976,-0.5698046776135567,-0.40265492238452394,-0.4079293804192016,-0.17233510573379132,12,3,1,625,0.67,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46-55,1,2,0,Très bas,USER2977,-0.7333732891194161,-0.9609409388659225,0.7184528409894064,1.790143205643527,18,0,1,622,1.429,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
18-25,1,1,3,Bas,USER2978,-0.6076214167781021,0.3551399392050492,-0.5818963531583415,-0.5363617253445845,12,1,0,687,0.616,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46-55,0,2,0,Très bas,USER2979,-0.9903273387334971,-0.16832391116045647,-1.1742565957314886,0.03308538688941433,6,1,2,614,1.046,False,True,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
36-45,0,1,0,Bas,USER2980,-0.5818862129587872,0.10142125615880684,-0.1566372851140618,0.20712499881970267,18,1,0,578,0.871,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
46-55,0,2,0,Élevé,USER2981,0.36527444420739374,0.33751014873808244,1.687031659821353,-1.0285347521314452,24,3,0,610,0.304,True,False,False,False,False,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
36-45,0,0,2,Très bas,USER2982,-0.7363824583365233,0.09724937122132951,0.06876981307613611,-0.3048416744151365,60,0,0,446,0.599,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,1,2,0,Élevé,USER2983,0.26427036758555367,-0.9609409388659225,-0.25391623479140507,0.7066947858770073,18,0,0,729,0.42,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46-55,1,2,3,Bas,USER2984,-0.3983305419866236,0.14638618392009195,-0.5250813070169995,2.1025718873223265,48,4,0,674,1.183,False,False,True,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
18-25,1,2,3,Très bas,USER2985,-0.9385215357392421,-0.9609409388659225,-0.0026532455549852403,0.8902740691807783,12,1,0,647,1.411,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
36-45,0,2,2,Très bas,USER2986,-1.3034629792708174,-0.9011055517078665,-0.871349738562971,0.018773455721607463,12,1,0,626,1.8,False,True,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
26-35,0,2,2,Très élevé,USER2987,0.634255260096191,1.3968581281181935,2.9917079561854676,-0.7952208615908561,24,0,1,732,0.268,True,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
46-55,0,1,3,Élevé,USER2988,0.1823728724202282,1.2275128168721188,0.4900930938279515,-0.6400101012906625,12,0,0,762,0.255,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26-35,0,1,3,Très élevé,USER2989,0.7527301486018558,2.311813173879854,0.24491650696163658,0.5347269778940008,12,1,1,754,0.45,False,False,True,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
36-45,0,2,3,Bas,USER2990,-0.5975934607720554,0.18145007927753365,0.42945545066138946,-1.060681650820471,36,0,0,708,0.214,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
36-45,0,1,2,Élevé,USER2991,0.34383365712658515,0.6864997524534959,-0.0981373209945983,1.3192732362927588,24,0,1,497,0.625,True,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
46-55,0,0,0,Bas,USER2992,-0.31339362421285927,1.307321288165216,-0.8013011331769586,0.21011957972010323,36,0,1,663,0.645,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
56+,0,1,3,Très bas,USER2993,-1.0040023932255921,-0.2363320488661131,-0.15364259404354252,-0.7286176977224248,12,0,0,628,0.657,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
26-35,0,2,3,Bas,USER2994,-0.4950521989044511,-0.9609409388659225,-0.7251208493139434,-0.5171724897205399,24,1,0,620,0.608,False,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
56+,0,1,2,Très élevé,USER2995,0.5284732340847337,0.22570461906365516,0.8159711072317805,-0.7517857019254148,24,0,0,547,0.247,False,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36-45,0,1,2,Très élevé,USER2996,0.8052276067151753,-0.38428350002681916,-0.7929864995459596,-0.09370352004038386,36,0,0,582,0.299,False,True,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26-35,1,2,2,Élevé,USER2997,-0.09982971870088472,0.13429149975960888,1.0284130688110582,-0.9767800552424414,48,1,0,741,0.345,False,False,False,True,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
36-45,0,2,2,Très bas,USER2998,-1.2709630128277094,-0.8055369916324345,-0.2467852479550174,-0.948390523306481,18,2,1,717,0.965,True,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
36-45,0,2,3,Élevé,USER2999,-0.006528259834118245,0.8387381977143219,0.6034224234005294,-0.749217763959556,12,0,0,663,0.41,False,True,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
46-55,1,2,3,Très bas,USER3000,-0.963501447995657,-0.6980595664733562,-0.5786623455227916,-0.8805866181487904,36,0,0,714,0.535,False,True,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26-35,1,1,0,Très bas,USER3001,-0.9319841951606318,0.37577572323358804,-0.344601042899862,-0.4593817649508044,24,1,0,650,0.575,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
46-55,0,1,0,Très bas,USER3002,-0.9810009484402271,-0.7772020490397378,-0.8124616935272416,-0.7621738109528158,24,3,1,485,0.792,False,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36-45,0,1,0,Très bas,USER3003,-0.7383254563142878,-0.5694892094683883,-0.8350253648004738,0.33791206718910727,18,1,0,573,0.941,True,False,False,False,False,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26-35,0,2,3,Très élevé,USER3004,2.2481839706853846,-0.9609409388659225,-0.16931782905305326,-0.14384699342280424,18,2,0,591,0.306,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36-45,1,1,3,Très élevé,USER3005,2.996773364185198,4.131619969756402,-1.2790190390774945,-0.3403887880067222,12,3,0,610,0.14,True,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
46-55,0,2,3,Très bas,USER3006,-0.7803818431468252,-0.6970646944248052,-0.08500401598662981,-0.8979399962969284,12,0,1,663,0.504,False,False,False,False,False,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
36-45,1,2,0,Très élevé,USER3007,1.2244107728533977,-0.06333119949784187,0.18860596601144042,2.9797982428916536,12,0,1,499,0.63,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36-45,0,1,3,Très bas,USER3008,-1.1542417777988887,-0.8363648698046411,-0.6669507539733059,-0.9996733272527342,24,1,0,511,0.614,False,False,False,False,True,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
26-35,1,1,2,Très bas,USER3009,-0.9905834493394252,-0.26697081912826437,-1.0343695954557743,-0.7176736600227422,24,3,3,617,0.735,False,False,False,False,False,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
18-25,1,2,3,Très bas,USER3010,-1.2967039543591734,-0.8887115837245134,-0.6516635998800612,1.3987209382056487,18,0,1,565,1.8,False,False,True,False,False,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
36-45,1,1,0,Très bas,USER3011,-0.8084528174210208,0.14617569859411758,-0.791330687636558,0.23447378056685672,24,1,0,630,0.96,False,True,False,False,False,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
46-55,1,2,2,Élevé,USER3012,0.4038010948478419,0.5355587518973094,-0.4396808673850313,0.5450342833353145,36,0,0,638,0.484,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36-45,1,2,3,Très bas,USER3013,-0.7674146136898515,-0.5871518882675386,-0.24274597241821547,0.1775751273875267,48,0,0,598,0.813,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
36-45,0,1,2,Bas,USER3014,-0.25288788476997737,-0.413330475011289,-0.8391260864823511,-0.3597186218705591,36,0,2,517,0.428,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
46-55,0,1,2,Très bas,USER3015,-1.087071946499921,-0.7815350868049141,-1.2790190390774945,1.6669629868683935,24,2,1,509,1.8,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46-55,0,2,3,Bas,USER3016,-0.6481056704817854,-0.7991665216884901,0.14658003678746853,0.5378653891776369,36,1,0,599,0.84,True,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
36-45,0,1,2,Bas,USER3017,-0.33319655528019676,0.47709809702452377,-0.7120263523976016,-1.3233999663382787,24,2,2,518,0.163,False,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26-35,1,2,2,Très bas,USER3018,-0.91018975636736,-0.4386791570417239,-0.6497005572452823,-0.999712112974056,36,1,0,655,0.575,False,True,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46-55,1,1,3,Bas,USER3019,-0.28042420859391554,0.04941822531025208,0.4821083289757786,-0.9712256167347908,18,2,0,642,0.261,False,False,False,False,True,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
36-45,0,1,1,Très bas,USER3020,-0.8043164485717126,-0.5586229045149589,-0.09752932755911488,1.1688832179385416,24,0,0,615,1.228,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
36-45,1,1,3,Très bas,USER3021,-1.2942701211875627,-0.6107607775254661,-1.0291951832388944,1.0719447717811645,18,0,0,667,1.8,True,False,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
36-45,1,3,2,Très bas,USER3022,-0.7241976441726089,-0.9027598348166966,0.1606964801166442,-0.07877263340314725,12,0,0,577,0.765,True,False,False,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
18-25,0,2,2,Très élevé,USER3023,2.375953952872597,-0.9609409388659225,2.7712941657845587,1.342053383282529,12,2,0,526,0.237,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56+,0,1,0,Élevé,USER3024,0.11214901342735116,0.07507112441338434,0.610983533252445,0.058428623629878204,12,1,0,610,0.452,False,False,False,True,False,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46-55,0,2,3,Très élevé,USER3025,1.1005951175573083,0.11313772449917975,1.4523041516255004,-0.5008323885419381,24,0,0,577,0.336,True,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
36-45,0,1,3,Bas,USER3026,-0.6664746951220424,-0.5346407326867486,-0.5580455468461605,0.43385501316588715,12,0,0,760,0.84,True,False,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
36-45,1,1,0,Très élevé,USER3027,3.0067423782391685,2.1654633844964843,3.377541237144757,-0.8706170716973224,24,1,0,600,0.235,False,False,False,True,False,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
36-45,1,1,1,Élevé,USER3028,0.46506056102303783,-0.5522507901544053,1.3478165989285162,-0.2098150411045884,36,0,1,580,1.009,False,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36-45,1,1,0,Élevé,USER3029,-0.166559832605153,-0.33410906044766714,1.440658490129885,1.820669184395639,48,0,0,627,0.849,False,False,True,False,False,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
36-45,0,2,2,Très élevé,USER3030,1.842187631896388,0.8135753347607237,3.955681548144391,0.5562465889408071,36,0,0,583,0.411,True,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
46-55,0,2,0,Élevé,USER3031,0.11277807532297092,-0.1606675074281371,-0.5682682449821339,0.6204579666610502,24,1,1,658,0.417,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
26-35,0,2,3,Très bas,USER3032,-0.7482929055376712,0.06676353170383144,-0.37803421383617763,-0.2098150411045884,6,1,0,672,1.8,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
26-35,1,1,2,Bas,USER3033,-0.5322038850698959,0.1709439015615136,0.5621564859709116,-1.2616805712129722,24,0,0,625,0.48,False,False,False,True,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
36-45,0,1,3,Très élevé,USER3034,2.3121380751298775,1.76354494338155,1.1343041808218712,-1.308250910018606,24,1,0,671,0.17,False,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
26-35,1,1,3,Très élevé,USER3035,0.5389753337583746,-0.9609409388659225,-0.011013155292881901,-0.09011422474638002,48,2,0,581,0.144,False,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
